                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.22978,                0.16665,                0.80484,                      1,                0.99624,                  0.995,                0.99375,                0.14317,                 0.1144,                0.80231,                0.00307,                0.00307,                0.00307
                     37,                0.22668,                0.16476,                0.80374,                0.99802,                0.99747,                  0.995,                0.99386,                0.13856,                0.11312,                0.80256,               0.002872,               0.002872,               0.002872
                     38,                0.22179,                0.16147,                0.80419,                0.99999,                0.99703,                  0.995,                0.99409,                0.14848,                0.13275,                0.80123,               0.002674,               0.002674,               0.002674
                     39,                0.21847,                0.15945,                0.80251,                0.99822,                0.99687,                  0.995,                0.99407,                0.13327,                0.11764,                0.80056,               0.002476,               0.002476,               0.002476
                     40,                0.21636,                 0.1572,                0.80324,                0.99867,                0.99647,                  0.995,                0.99421,                0.13554,                0.10869,                0.80103,               0.002278,               0.002278,               0.002278
                     41,                 0.2116,                0.15433,                0.80162,                0.99908,                0.99647,                  0.995,                0.99425,                0.13356,                0.10744,                0.80021,                0.00208,                0.00208,                0.00208
                     42,                0.20924,                0.15211,                0.80135,                0.99989,                0.99642,                  0.995,                0.99414,                0.13598,                0.10619,                 0.8002,               0.001882,               0.001882,               0.001882
                     43,                0.20601,                0.15015,                0.80093,                 0.9998,                0.99726,                  0.995,                0.99419,                0.12133,                0.10568,                0.79856,               0.001684,               0.001684,               0.001684
                     44,                0.20122,                0.14705,                0.80043,                 0.9996,                0.99684,                  0.995,                0.99422,                0.12728,                0.10481,                0.79919,               0.001486,               0.001486,               0.001486
                     45,                0.20117,                0.14639,                0.80041,                0.99966,                0.99655,                  0.995,                0.99427,                0.12601,                0.10513,                0.79874,               0.001288,               0.001288,               0.001288
                     46,                0.19734,                0.14409,                0.79686,                0.99822,                0.99793,                  0.995,                0.99429,                0.12476,                0.10803,                0.79829,                0.00109,                0.00109,                0.00109
                     47,                0.19336,                0.14147,                0.79635,                0.99861,                0.99772,                  0.995,                0.99441,                0.11214,                0.09899,                0.79777,               0.000892,               0.000892,               0.000892
                     48,                0.18937,                0.13886,                0.79796,                 0.9989,                0.99785,                  0.995,                 0.9942,                 0.1165,                0.10104,                 0.7981,               0.000694,               0.000694,               0.000694
                     49,                0.18635,                0.13741,                0.79625,                 0.9998,                0.99681,                  0.995,                0.99441,                0.11764,                0.09673,                0.79757,               0.000496,               0.000496,               0.000496
