                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.6765,                  1.123,                 2.0056,                0.94814,                0.97195,                0.97831,                  0.495,                 1.7441,                 1.3873,                 2.7773,             0.00041041,             0.00041041,             0.00041041
                     38,                 1.5107,                 1.0982,                 1.8665,                0.93654,                0.94392,                0.95824,                0.53034,                  1.702,                 1.3039,                  2.652,             0.00038211,             0.00038211,             0.00038211
                     39,                  1.652,                 1.1057,                 2.0021,                0.95647,                0.93575,                0.95875,                0.55194,                 1.6342,                 1.2169,                 2.5376,             0.00035382,             0.00035382,             0.00035382
                     40,                 1.7273,                 1.0836,                 1.8836,                0.94764,                0.93111,                0.96002,                0.58839,                 1.5635,                 1.1084,                 2.4205,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.5719,                 1.1547,                  2.103,                0.94764,                0.93111,                0.96002,                0.58839,                 1.5635,                 1.1084,                 2.4205,             0.00029723,             0.00029723,             0.00029723
                     42,                 1.5963,                 1.2164,                 2.1919,                 0.9592,                0.94444,                 0.9634,                0.63709,                 1.4981,                 1.1139,                  2.333,             0.00026894,             0.00026894,             0.00026894
                     43,                 1.5692,                 1.1501,                 2.0199,                 0.9554,                0.93111,                0.96446,                0.53961,                 1.6907,                 1.1944,                 2.3247,             0.00024064,             0.00024064,             0.00024064
                     44,                   1.56,                 1.1888,                 2.2124,                0.95378,                0.93111,                0.96563,                0.50061,                 1.7488,                 1.2167,                 2.3021,             0.00021235,             0.00021235,             0.00021235
                     45,                 1.6138,                 1.1874,                 2.1635,                0.95378,                0.93111,                0.96563,                0.50061,                 1.7488,                 1.2167,                 2.3021,             0.00018406,             0.00018406,             0.00018406
                     46,                 1.4852,                 1.1563,                 2.2201,                0.95439,                0.93111,                 0.9602,                0.52403,                 1.6312,                 1.1643,                 2.2452,             0.00015576,             0.00015576,             0.00015576
                     47,                 1.4217,                 1.0665,                 1.9755,                0.95022,                0.93111,                0.95824,                0.56818,                 1.4744,                 1.0758,                 2.1746,             0.00012747,             0.00012747,             0.00012747
                     48,                 1.5227,                 1.1052,                 2.1151,                0.94855,                0.93111,                0.95784,                0.62184,                 1.3619,                 1.0079,                 2.1086,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                 1.4948,                 1.1354,                 2.0315,                0.94855,                0.93111,                0.95784,                0.62184,                 1.3619,                 1.0079,                 2.1086,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 1.4455,                 1.1039,                 2.0716,                0.95022,                0.93111,                0.96503,                0.65462,                 1.3151,                0.97352,                 2.0701,             4.2584e-05,             4.2584e-05,             4.2584e-05
