                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.2622,                  0.754,                 1.3341,                 0.9978,                0.99423,                  0.995,                0.81709,                0.79333,                 0.6082,                 1.2291,               0.000467,               0.000467,               0.000467
                     36,                 1.1734,                0.73647,                 1.2925,                0.99406,                0.99308,                0.99496,                0.77644,                0.90703,                 0.5982,                 1.2694,              0.0004387,              0.0004387,              0.0004387
                     37,                 1.2039,                0.74492,                 1.3339,                0.98829,                0.99554,                0.99487,                0.77958,                0.87842,                0.59185,                 1.2727,             0.00041041,             0.00041041,             0.00041041
                     38,                 1.1485,                0.71662,                 1.2891,                0.99544,                0.99107,                0.99491,                0.79886,                0.81476,                0.58207,                 1.2059,             0.00038211,             0.00038211,             0.00038211
                     39,                 1.1753,                0.71067,                 1.3065,                0.99871,                0.99196,                  0.995,                 0.7643,                0.90844,                 0.6139,                 1.2591,             0.00035382,             0.00035382,             0.00035382
                     40,                 1.1812,                0.71274,                 1.2976,                0.99792,                0.99107,                0.99491,                0.80931,                0.79398,                0.58507,                 1.2122,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.0944,                0.73039,                 1.3213,                0.99729,                0.99002,                0.99496,                 0.7892,                0.85402,                0.59179,                 1.2316,             0.00029723,             0.00029723,             0.00029723
                     42,                 1.1147,                0.74092,                 1.3994,                 0.9969,                0.99107,                0.99483,                0.80136,                0.84357,                0.57273,                 1.2098,             0.00026894,             0.00026894,             0.00026894
                     43,                  1.009,                0.68459,                 1.3043,                0.99592,                0.99473,                  0.995,                0.79226,                0.80687,                0.55722,                 1.1815,             0.00024064,             0.00024064,             0.00024064
                     44,                 1.0156,                0.67456,                 1.2652,                0.99368,                0.98661,                0.99487,                0.80079,                 0.7892,                 0.5498,                  1.181,             0.00021235,             0.00021235,             0.00021235
                     45,                0.99635,                0.67054,                 1.2701,                0.99692,                0.99456,                  0.995,                0.81687,                0.72766,                0.53881,                 1.1371,             0.00018406,             0.00018406,             0.00018406
