                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 5.1891,                 5.0927,                 4.6483,                      0,                      0,                      0,                      0,                 5.7203,                  4.279,                 4.1601,                 0.0973,                 0.0003,                 0.0003
                      1,                 5.0787,                 5.0258,                 4.7211,                      0,                      0,                      0,                      0,                 5.7168,                 4.2757,                 4.1539,               0.093693,             0.00069307,             0.00069307
                      2,                 5.1539,                 4.8636,                 4.5589,                      0,                      0,                      0,                      0,                 5.6833,                 4.2471,                 4.1223,               0.090078,              0.0010782,              0.0010782
                      3,                 4.4297,                 4.6326,                 4.4999,                      0,                      0,                      0,                      0,                 5.6495,                 4.2224,                 4.0902,               0.086455,              0.0014555,              0.0014555
                      4,                 4.5488,                 4.3763,                 4.3187,                      0,                      0,                      0,                      0,                 5.6319,                 4.2064,                 4.0715,               0.082825,              0.0018248,              0.0018248
                      5,                 4.3568,                 4.1365,                 4.1564,                      0,                      0,                      0,                      0,                 5.6127,                 4.1947,                 4.0567,               0.079186,              0.0021861,              0.0021861
                      6,                 3.6962,                 3.6291,                 3.9127,                      0,                      0,                      0,                      0,                 5.6015,                 4.1838,                 4.0426,                0.07554,              0.0025396,              0.0025396
                      7,                 4.0389,                 3.2805,                 3.6804,                      0,                      0,                      0,                      0,                 5.5829,                 4.1756,                   4.03,               0.071885,              0.0028852,              0.0028852
                      8,                 3.7317,                  2.963,                 3.4865,                      0,                      0,                      0,                      0,                 5.5777,                 4.1721,                 4.0214,               0.068223,              0.0032228,              0.0032228
                      9,                 3.5071,                 2.6853,                 3.2538,                      0,                      0,                      0,                      0,                 5.5636,                 4.1731,                 4.0149,               0.064553,              0.0035525,              0.0035525
                     10,                 3.2927,                 2.7104,                 3.2658,                      0,                      0,                      0,                      0,                 5.5617,                 4.1782,                 4.0123,               0.060874,              0.0038743,              0.0038743
                     11,                 3.2692,                 2.6333,                 3.0412,                      0,                      0,                      0,                      0,                 5.5557,                 4.1814,                   4.01,               0.057188,              0.0041882,              0.0041882
                     12,                 3.0082,                 2.2626,                 2.8157,                      0,                      0,                      0,                      0,                 5.5555,                 4.1884,                 4.0106,               0.053494,              0.0044941,              0.0044941
                     13,                 2.7273,                 2.1818,                 2.6184,                      0,                      0,                      0,                      0,                 5.5583,                 4.1933,                 4.0118,               0.049792,              0.0047922,              0.0047922
                     14,                 2.5201,                 1.8858,                  2.432,                      0,                      0,                      0,                      0,                 5.5631,                 4.2061,                 4.0161,               0.046082,              0.0050823,              0.0050823
                     15,                 2.5259,                 2.1084,                 2.5488,                      0,                      0,                      0,                      0,                  5.563,                 4.2125,                 4.0174,               0.042364,              0.0053644,              0.0053644
                     16,                 2.5671,                 1.9311,                 2.3256,                      0,                      0,                      0,                      0,                 5.5671,                 4.2184,                 4.0199,               0.038639,              0.0056387,              0.0056387
                     17,                 2.4413,                 1.8084,                 2.2679,                      0,                      0,                      0,                      0,                 5.5652,                 4.2271,                 4.0196,               0.034905,              0.0059051,              0.0059051
                     18,                 2.3292,                 1.8303,                 2.3112,                      0,                      0,                      0,                      0,                 5.5605,                 4.2268,                 4.0123,               0.031163,              0.0061635,              0.0061635
                     19,                 2.3629,                 2.0028,                 2.4165,                      0,                      0,                      0,                      0,                 5.5449,                 4.2107,                 3.9923,               0.027414,               0.006414,               0.006414
                     20,                 2.3533,                 1.7303,                 2.1497,                0.01088,                 0.2418,                0.17827,                0.04158,                 4.6597,                 3.7188,                 3.6374,               0.023657,              0.0066566,              0.0066566
                     21,                 2.1973,                 1.5673,                 2.1051,                0.01324,                 0.3265,                0.31218,                0.11525,                 3.5764,                 3.1575,                 3.2536,               0.019891,              0.0068913,              0.0068913
                     22,                 2.1897,                 1.9257,                 2.1613,                0.94818,                 0.3265,                0.31882,                0.13267,                 3.0941,                 2.4859,                 2.9219,               0.016118,               0.007118,               0.007118
                     23,                 2.1753,                 1.7009,                 2.1225,                0.99311,                0.32376,                0.64901,                0.24058,                 2.1947,                 1.9872,                 2.5183,               0.012337,              0.0073369,              0.0073369
                     24,                   2.28,                 1.5347,                 2.0849,                0.92709,                0.30738,                0.90785,                0.36382,                  1.906,                 1.8443,                 2.5267,              0.0085478,              0.0075478,              0.0075478
                     25,                 2.1567,                  1.632,                 2.0717,                0.89262,                0.32104,                0.95774,                0.47928,                 1.8141,                 1.9187,                 2.2815,               0.007525,               0.007525,               0.007525
                     26,                 2.1795,                 1.6012,                 2.1061,                0.76091,                0.71655,                0.94373,                0.33174,                 1.8929,                 1.6361,                 2.1922,               0.007525,               0.007525,               0.007525
                     27,                 2.1475,                 1.6391,                 2.0664,                0.87758,                0.91028,                0.93945,                0.49698,                   1.81,                 1.7353,                 2.1156,               0.007426,               0.007426,               0.007426
                     28,                 2.2522,                 1.7095,                  2.043,                0.81986,                0.93934,                0.97693,                0.37744,                 1.9897,                   1.36,                 2.0415,               0.007327,               0.007327,               0.007327
                     29,                 2.1189,                 1.4863,                 1.9793,                0.77176,                0.71898,                0.96703,                0.45649,                 1.8198,                 1.7048,                 2.0165,               0.007228,               0.007228,               0.007228
                     30,                 2.0931,                 1.5534,                 1.9488,                0.80035,                0.92374,                0.97343,                0.44789,                 1.8686,                 1.4198,                  1.975,               0.007129,               0.007129,               0.007129
                     31,                 2.2267,                 1.4264,                 1.9564,                0.89895,                0.86174,                0.89616,                0.29686,                 2.1366,                  1.468,                 2.1553,                0.00703,                0.00703,                0.00703
                     32,                 2.1042,                 1.4128,                 1.9436,                 0.9545,                 0.9272,                0.97406,                 0.4351,                 1.9973,                 1.2041,                 2.0343,               0.006931,               0.006931,               0.006931
