                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  4.142,                 4.0927,                 4.2477,                      0,                      0,                      0,                      0,                 5.6774,                 4.5337,                  4.198,             0.00046551,             0.00046551,             0.00046551
                      2,                 2.1579,                 1.8574,                 2.5875,                      0,                      0,                      0,                      0,                   5.21,                  4.662,                 4.1082,             0.00092319,             0.00092319,             0.00092319
                      3,                 1.8448,                 1.3996,                 1.8441,                0.99471,                0.98062,                0.98957,                0.60458,                 1.6018,                  1.204,                 1.8291,               0.001362,               0.001362,               0.001362
                      4,                  1.723,                 1.2564,                  1.693,                0.78411,                 0.8684,                0.95248,                0.58431,                 1.6136,                 1.5659,                 1.7396,              0.0013441,              0.0013441,              0.0013441
                      5,                 1.5909,                 1.1414,                 1.5718,                0.99977,                0.97397,                0.98807,                0.65473,                 1.2985,                0.95978,                 1.5096,              0.0013158,              0.0013158,              0.0013158
                      6,                 1.5324,                0.98994,                 1.4995,                0.99723,                0.98969,                0.99164,                0.72689,                 1.1586,                0.74456,                 1.3951,              0.0012875,              0.0012875,              0.0012875
                      7,                  1.472,                0.92165,                 1.4522,                0.99949,                0.98414,                0.98977,                0.68596,                 1.2701,                0.89126,                 1.4362,              0.0012592,              0.0012592,              0.0012592
                      8,                 1.3905,                0.87699,                 1.4158,                0.99531,                0.98516,                0.99086,                0.59909,                  1.473,                 0.7552,                 1.6396,              0.0012309,              0.0012309,              0.0012309
                      9,                  1.335,                0.82165,                 1.3762,                0.99199,                 0.9776,                0.98982,                0.70751,                 1.1028,                0.76236,                  1.339,              0.0012026,              0.0012026,              0.0012026
                     10,                 1.2857,                0.76203,                 1.3184,                 0.9976,                0.97255,                0.98835,                0.79609,                0.95759,                0.65294,                  1.268,              0.0011744,              0.0011744,              0.0011744
                     11,                 1.1345,                0.69667,                 1.2293,                0.99885,                0.98779,                0.99263,                0.82264,                0.83193,                0.59398,                 1.1469,              0.0011461,              0.0011461,              0.0011461
                     12,                 1.0882,                0.66149,                 1.2265,                0.99817,                0.98622,                0.99306,                0.78768,                0.94463,                0.57462,                 1.2227,              0.0011178,              0.0011178,              0.0011178
                     13,                0.97757,                0.61233,                 1.1611,                0.99818,                0.98623,                0.99078,                0.87647,                0.60634,                0.50234,                 1.0617,              0.0010895,              0.0010895,              0.0010895
                     14,                0.95729,                 0.5853,                 1.1381,                0.99014,                0.98241,                0.98992,                0.84147,                 0.7813,                0.52882,                 1.1541,              0.0010612,              0.0010612,              0.0010612
                     15,                 0.8805,                0.55838,                 1.1097,                 0.9969,                0.98908,                0.99173,                0.83883,                0.76458,                0.50012,                 1.0812,              0.0010329,              0.0010329,              0.0010329
                     16,                0.93344,                0.56422,                 1.1062,                0.99899,                0.98663,                0.99191,                0.85843,                0.67312,                0.42771,                 1.0707,              0.0010046,              0.0010046,              0.0010046
                     17,                 0.8337,                0.53944,                 1.0768,                0.99543,                0.98403,                0.99123,                0.86045,                 0.6796,                0.43837,                 1.0545,             0.00097629,             0.00097629,             0.00097629
                     18,                0.82352,                0.51417,                 1.0543,                 0.9977,                0.98772,                0.99121,                0.82135,                0.79681,                0.51964,                 1.1112,               0.000948,               0.000948,               0.000948
                     19,                0.79866,                0.50188,                  1.042,                0.99679,                0.98818,                0.99244,                0.88699,                0.52309,                0.38293,                0.96916,              0.0009197,              0.0009197,              0.0009197
                     20,                0.74463,                0.48614,                 1.0296,                0.99733,                0.98667,                0.99173,                0.92548,                0.44034,                0.36909,                0.94774,             0.00089141,             0.00089141,             0.00089141
                     21,                0.71162,                0.45707,                 1.0025,                0.99752,                0.98817,                0.99237,                0.88014,                0.64239,                0.43826,                  1.012,             0.00086312,             0.00086312,             0.00086312
                     22,                0.73323,                0.45181,                 1.0131,                0.99929,                0.98646,                0.98837,                0.90518,                0.58924,                0.39478,                 1.0062,             0.00083482,             0.00083482,             0.00083482
                     23,                0.65943,                0.42571,                0.98289,                0.99888,                0.98818,                0.99093,                0.93427,                0.39989,                 0.3247,                0.92012,             0.00080653,             0.00080653,             0.00080653
                     24,                0.64895,                0.42105,                0.97847,                0.99915,                0.98667,                0.99261,                0.90004,                0.50612,                0.35266,                 0.9573,             0.00077823,             0.00077823,             0.00077823
                     25,                0.65708,                0.41565,                0.97814,                0.99937,                 0.9862,                0.98996,                 0.9229,                0.42647,                0.30847,                0.92991,             0.00074994,             0.00074994,             0.00074994
                     26,                0.62994,                0.40513,                0.96927,                0.99876,                0.98642,                0.99394,                0.90493,                0.40059,                0.30525,                0.92239,             0.00072164,             0.00072164,             0.00072164
                     27,                0.60769,                0.39552,                0.96274,                0.99938,                0.98802,                0.99355,                0.94327,                 0.4023,                0.28695,                0.91729,             0.00069335,             0.00069335,             0.00069335
                     28,                0.60985,                0.38911,                0.95378,                0.99916,                0.98658,                0.99187,                0.92946,                0.41549,                0.28393,                0.91218,             0.00066506,             0.00066506,             0.00066506
                     29,                0.60457,                0.38048,                0.95789,                0.99928,                0.98667,                 0.9915,                0.91479,                0.43847,                0.27695,                0.92112,             0.00063676,             0.00063676,             0.00063676
                     30,                0.60678,                0.38028,                 0.9564,                0.99885,                 0.9864,                0.99221,                0.90809,                0.45129,                0.30534,                0.93688,             0.00060847,             0.00060847,             0.00060847
                     31,                0.58947,                0.37674,                0.95202,                0.99943,                0.98605,                0.99279,                0.91689,                0.46498,                0.28854,                0.93774,             0.00058017,             0.00058017,             0.00058017
                     32,                0.57136,                0.36608,                0.94943,                0.99696,                 0.9907,                0.99485,                0.90816,                0.43077,                0.27711,                0.92208,             0.00055188,             0.00055188,             0.00055188
                     33,                0.53907,                0.35172,                0.93401,                 0.9996,                0.98667,                0.99261,                0.93778,                0.38508,                0.27429,                0.90153,             0.00052359,             0.00052359,             0.00052359
                     34,                0.53806,                0.34843,                0.93605,                0.99714,                0.98937,                0.99495,                0.93193,                0.39318,                0.27413,                0.90904,             0.00049529,             0.00049529,             0.00049529
                     35,                0.54948,                0.35523,                0.93571,                      1,                0.98709,                0.99251,                0.93596,                0.42837,                0.29646,                0.91775,               0.000467,               0.000467,               0.000467
                     36,                0.51561,                0.33683,                0.91905,                0.99953,                0.98667,                0.99482,                0.96588,                0.34672,                0.26994,                0.88422,              0.0004387,              0.0004387,              0.0004387
                     37,                0.49345,                0.33098,                0.91674,                      1,                0.98701,                0.99488,                0.96364,                0.31453,                0.25688,                0.88877,             0.00041041,             0.00041041,             0.00041041
                     38,                0.49963,                0.33076,                0.91882,                0.99696,                0.99074,                0.99491,                0.95304,                0.34984,                0.25173,                0.88462,             0.00038211,             0.00038211,             0.00038211
                     39,                0.49881,                 0.3272,                0.91527,                0.99688,                0.99055,                0.99473,                0.96382,                0.33229,                0.24307,                0.88738,             0.00035382,             0.00035382,             0.00035382
                     40,                 0.4877,                 0.3236,                0.92254,                0.99969,                0.98741,                0.99482,                 0.9624,                0.31812,                0.24441,                0.88088,             0.00032553,             0.00032553,             0.00032553
                     41,                0.42187,                0.29361,                 0.8897,                0.99986,                0.98956,                0.99495,                0.96458,                0.33734,                0.24725,                0.88739,             0.00029723,             0.00029723,             0.00029723
                     42,                0.38626,                0.27816,                0.88808,                0.99889,                0.98818,                 0.9949,                0.97362,                0.30427,                0.22982,                0.87445,             0.00026894,             0.00026894,             0.00026894
                     43,                0.39894,                0.28436,                0.89478,                0.99905,                0.98746,                0.99481,                0.96903,                0.32091,                 0.2382,                0.87994,             0.00024064,             0.00024064,             0.00024064
                     44,                0.39308,                0.28081,                0.89265,                0.99827,                0.98966,                0.99495,                0.96727,                0.35306,                0.23969,                0.88488,             0.00021235,             0.00021235,             0.00021235
                     45,                0.36539,                0.27014,                0.87735,                0.99824,                0.98858,                0.99488,                0.97528,                0.27897,                0.22698,                0.87096,             0.00018406,             0.00018406,             0.00018406
                     46,                0.35509,                0.26253,                0.87408,                0.99922,                0.98729,                0.99494,                0.97699,                0.27151,                0.20853,                0.86639,             0.00015576,             0.00015576,             0.00015576
                     47,                0.35282,                0.25664,                0.87015,                0.99697,                0.99208,                0.99497,                0.97191,                0.28458,                0.20209,                0.86705,             0.00012747,             0.00012747,             0.00012747
                     48,                0.34728,                0.26077,                0.87243,                      1,                0.98898,                0.99494,                0.97636,                0.27694,                0.21273,                0.86657,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.34835,                0.25688,                0.87485,                0.99821,                0.98969,                0.99495,                0.97523,                0.26858,                0.21797,                0.86638,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.33001,                 0.2476,                0.86761,                0.99819,                0.98945,                0.99495,                0.98043,                0.26515,                0.20542,                0.86391,             4.2584e-05,             4.2584e-05,             4.2584e-05
