                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.5418,                 1.0664,                 1.9366,                0.90515,                0.66667,                  0.995,                0.60405,                 1.5502,                 1.5092,                 2.7746,             0.00041041,             0.00041041,             0.00041041
                     38,                 1.4899,                 1.0448,                 1.9094,                0.87751,                      1,                0.99417,                 0.5779,                 1.5025,                 1.3004,                 2.6522,             0.00038211,             0.00038211,             0.00038211
                     39,                 1.5097,                 1.0982,                 1.9244,                 0.9226,                0.96491,                0.98509,                0.57584,                 1.4855,                 1.1423,                 2.5075,             0.00035382,             0.00035382,             0.00035382
                     40,                 1.5293,                 1.0713,                 1.8341,                0.93823,                0.96272,                0.99043,                0.60812,                 1.4841,                 1.0998,                 2.4082,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.2729,                 1.1654,                 1.8672,                0.93823,                0.96272,                0.99043,                0.60812,                 1.4841,                 1.0998,                 2.4082,             0.00029723,             0.00029723,             0.00029723
                     42,                 1.4551,                 1.2806,                 2.0792,                0.94258,                0.96146,                 0.9892,                0.68459,                 1.4774,                 1.1076,                 2.3208,             0.00026894,             0.00026894,             0.00026894
                     43,                 1.4993,                 1.2048,                 1.9079,                0.96431,                0.96155,                0.98387,                0.68964,                 1.4599,                 1.1733,                 2.2569,             0.00024064,             0.00024064,             0.00024064
                     44,                 1.4075,                 1.3201,                 2.0654,                0.96576,                0.96491,                0.99043,                0.72976,                 1.3552,                 1.1807,                 2.1929,             0.00021235,             0.00021235,             0.00021235
                     45,                  1.432,                 1.2481,                 1.9984,                0.96576,                0.96491,                0.99043,                0.72976,                 1.3552,                 1.1807,                 2.1929,             0.00018406,             0.00018406,             0.00018406
                     46,                 1.3172,                 1.2226,                 2.0562,                0.96943,                0.96491,                0.99185,                0.75599,                 1.2321,                 1.1266,                 2.1273,             0.00015576,             0.00015576,             0.00015576
                     47,                 1.3138,                 1.1323,                 1.8897,                0.96419,                0.97524,                0.99254,                0.75729,                 1.1403,                 1.0545,                 2.0658,             0.00012747,             0.00012747,             0.00012747
                     48,                 1.3747,                 1.1526,                 1.9557,                0.96268,                0.98246,                0.99061,                 0.7716,                 1.1084,                0.99839,                 2.0199,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                 1.2655,                 1.1636,                 1.8398,                0.96268,                0.98246,                0.99061,                 0.7716,                 1.1084,                0.99839,                 2.0199,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 1.2757,                 1.0879,                 1.9066,                0.96567,                 0.9864,                0.99067,                0.76928,                 1.0725,                0.97466,                  1.983,             4.2584e-05,             4.2584e-05,             4.2584e-05
