                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.4127,                0.94936,                 1.6139,                0.98774,                0.94366,                0.96038,                0.70937,                 1.1591,                0.89155,                   1.52,              0.0004387,              0.0004387,              0.0004387
                     37,                 1.3541,                0.93071,                 1.5196,                 0.9749,                 0.9378,                0.96184,                  0.689,                 1.2471,                0.92578,                 1.5532,             0.00041041,             0.00041041,             0.00041041
                     38,                 1.3006,                0.91543,                 1.4808,                0.97403,                0.93126,                0.96208,                0.63448,                 1.4046,                0.87481,                 1.6436,             0.00038211,             0.00038211,             0.00038211
                     39,                 1.3516,                0.91519,                 1.5295,                0.97658,                0.93002,                0.96249,                 0.6118,                 1.4008,                0.84022,                 1.6465,             0.00035382,             0.00035382,             0.00035382
                     40,                 1.3523,                0.88334,                 1.5188,                0.97818,                0.93126,                0.96204,                0.73392,                 1.1261,                0.82402,                 1.4989,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.2236,                0.95724,                 1.5571,                0.97069,                0.94207,                 0.9653,                0.75398,                 1.0598,                0.86992,                 1.4645,             0.00029723,             0.00029723,             0.00029723
                     42,                 1.2547,                 1.0185,                 1.6578,                0.96993,                0.93864,                0.97236,                0.72001,                 1.0292,                0.99806,                 1.4653,             0.00026894,             0.00026894,             0.00026894
                     43,                  1.273,                0.96207,                 1.5528,                0.97104,                0.94671,                0.97667,                0.70955,                0.99783,                 1.0564,                 1.4575,             0.00024064,             0.00024064,             0.00024064
                     44,                 1.2192,                0.94254,                  1.459,                 0.9761,                0.95087,                0.95955,                0.67917,                 1.0926,                0.89728,                 1.4559,             0.00021235,             0.00021235,             0.00021235
                     45,                 1.2407,                 0.9502,                 1.5662,                0.97727,                0.95068,                0.95726,                0.71332,                 1.0658,                0.80205,                 1.4304,             0.00018406,             0.00018406,             0.00018406
                     46,                  1.152,                0.88325,                  1.494,                0.99112,                0.94072,                0.95772,                0.75081,                 1.0284,                0.75822,                 1.3933,             0.00015576,             0.00015576,             0.00015576
                     47,                 1.1553,                0.84475,                 1.4488,                0.98974,                0.93947,                0.95856,                0.75165,                 1.0485,                0.74705,                 1.3876,             0.00012747,             0.00012747,             0.00012747
                     48,                 1.2335,                0.90423,                 1.5911,                 0.9847,                0.93979,                0.96188,                0.74039,                 1.0655,                0.75329,                 1.3994,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                 1.1372,                0.85296,                 1.4745,                0.97723,                0.94802,                0.96309,                0.74596,                 1.0556,                0.76117,                 1.3953,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 1.1253,                0.84275,                 1.4791,                0.97799,                0.94837,                 0.9628,                0.75783,                 1.0436,                0.76669,                 1.3877,             4.2584e-05,             4.2584e-05,             4.2584e-05
